note,id
250105508,347838277586944
000020848,347844341612544
250702036,348031450509312
250105472,348035241598976
250105474,348035373457408
250503324,348051638099968
250503323,348051841814528
250302961,348054265991168
250105513,348056454725632
000020876,348058924703744
000020883,348078089363456
000020885,348079603765248
000020887,348083263930368
250204833,348087611224064
250503331,348127632830464
000020901,348128245129216
250702039,348133704896512
000020904,348139270287360
251000845,348140182614016
250901658,348141705854976
250204836,348143591014400
250901660,348152040996864
250204839,348155268952064
250503334,348160071827456
000020909,348161443868672
250302967,348162340802560
0000003103,348163039875072
250503335,348163566325760
0000003104,348163772502016
250702041,348166796763136
250302975,348182024126464
250204842,348186780950528
000020916,348330179239936
250105521,348371220504576
250702042,348380308246528
250702043,348380492611584
250404422,348389706825728
250105523,348397814652928
000020126-1,348400333488128
250702044,348424904859648
000020925,348427657580544
250204851,348434246950912
250702048,348468410028032
250503344,348472065179648
000020935,348489534148608
250302984,348492598747136
250702050,348500606595072
250503348,348501350289408
250901663,348509502713856
250901664,348509898346496
250702052,348516610867200
250105533,348524078841856
250105534,348526508212224
250105535,348530747097088
250105536,348536572465152
0000003127,348543259291648
250702053,348715176353792
0000001759,348715375874048
250503354,348729260298240
000020955,348733589635072
250801290,348738615791616
250404434,348751056760832
250702054,348751200763904
250302988,348760743567360
250105544,348765052715008
250204857,348779461402624
250204858,348783878725632
250204859,348798683488256
000020964,348802110930944
250702056,348823962988544
250503358,348828635930624
000020970,348838233124864
250204862,348847950192640
250105548,348848420483072
250503359,348852635189248
000020975,348853817409536
250104696,348864660283392
250503365,348881359020032
250404447,348883410964480
250302996,348888127111168
000020126-2,349066050482176
000021009,349080760938496
250302997,349088640532480
250302999,349091564036096
250302998,349091808010240
250105558,349097933037568
250105559,349098090082304
250105560,349098247581696
250105561,349098414821376
250105562,349098557022208
250105563,349098863677440
250105564,349099019677696
250204872,349104374452224
000021013,349105838989312
